,id,track,artist,genre,year,bpm,energy,danceability,loudness,liveness,valence,track_length,acousticness,speechiness,popularity,image
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/3.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/4.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/1.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/6.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/7.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/8.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/9.jpg
112,612,Chandelier,Sia,australian dance,2015,117,79,40,-3,7,57,216,2,5,71,pins/612/10.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/0.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/1.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/2.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/3.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/4.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/5.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/6.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/7.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/5.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/9.jpg
113,721,Homesick,Dua Lipa,dance pop,2017,86,22,43,-9,11,40,230,95,4,71,pins/721/10.jpg
114,790,Reünie,Snelle,dutch hip hop,2019,96,35,51,-9,59,51,172,67,15,71,pins/790/0.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/0.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/1.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/2.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/3.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/4.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/5.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/6.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/7.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/8.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/9.jpg
115,495,Madness,Muse,modern rock,2012,180,42,50,-8,11,22,281,13,7,70,pins/495/10.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/0.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/1.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/2.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/3.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/4.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/5.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/6.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/7.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/8.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/9.jpg
116,504,Hall of Fame,The Script,celtic rock,2012,85,87,42,-4,12,63,203,7,6,70,pins/504/10.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/0.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/1.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/2.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/3.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/4.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/5.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/6.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/7.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/8.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/9.jpg
117,538,Pompeii,Bastille,metropopolis,2013,127,72,68,-6,27,57,214,8,4,70,pins/538/10.jpg
118,584,L'amour Toujours (Small Mix),Gigi D'Agostino,eurodance,2014,139,88,64,-4,36,74,242,8,3,70,
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/0.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/1.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/2.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/3.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/4.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/5.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/6.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/7.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/8.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/9.jpg
119,600,Love Never Felt So Good,Michael Jackson,pop,2014,118,72,78,-6,7,71,246,13,4,70,pins/600/10.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/0.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/1.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/2.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/3.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/4.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/5.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/6.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/7.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/8.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/9.jpg
120,643,Up&Up,Coldplay,permanent wave,2015,164,72,48,-5,10,25,405,5,6,70,pins/643/10.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/0.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/1.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/2.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/3.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/4.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/5.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/6.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/7.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/8.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/9.jpg
121,673,All I Ask,Adele,british soul,2016,142,28,59,-5,15,34,272,88,3,70,pins/673/10.jpg
122,779,Roller Coaster,Danny Vera,dutch americana,2019,97,38,40,-10,12,28,270,51,3,70,
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/0.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/1.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/2.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/3.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/4.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/5.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/6.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/7.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/8.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/9.jpg
123,444,Walk,Foo Fighters,alternative metal,2011,138,87,23,-5,29,19,256,0,5,69,pins/444/10.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/0.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/1.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/2.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/3.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/4.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/5.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/6.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/7.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/8.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/9.jpg
124,465,Gold on the Ceiling,The Black Keys,alternative rock,2011,130,83,51,-5,7,56,224,1,5,69,pins/465/10.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/0.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/1.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/2.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/3.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/4.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/5.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/6.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/7.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/8.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/9.jpg
125,489,I Will Wait,Mumford & Sons,modern folk rock,2012,131,76,48,-5,31,45,277,1,3,69,pins/489/10.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/0.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/1.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/2.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/3.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/4.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/5.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/6.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/7.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/8.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/9.jpg
126,542,Addicted To You,Avicii,big room,2013,128,79,57,-4,9,30,148,5,5,69,pins/542/10.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/0.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/1.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/2.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/3.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/4.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/5.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/6.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/7.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/8.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/9.jpg
127,607,Psycho,Muse,modern rock,2015,125,88,56,-3,87,51,317,0,3,69,pins/607/10.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/0.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/1.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/2.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/3.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/4.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/5.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/6.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/7.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/8.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/9.jpg
128,617,Everglow,Coldplay,permanent wave,2015,146,45,54,-9,11,14,283,46,3,69,pins/617/10.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/0.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/1.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/2.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/3.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/4.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/5.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/6.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/7.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/8.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/9.jpg
129,685,Thriller,Michael Jackson,pop,2017,118,89,76,-4,85,72,358,8,7,69,pins/685/10.jpg
130,704,Freedom! '90 - Remastered,George Michael,dance rock,2017,92,85,68,-11,6,93,391,23,5,69,
131,725,Skin,Rag'n'Bone Man,neo soul,2017,171,75,56,-8,15,35,240,27,31,69,pins/725/0.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/0.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/1.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/2.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/3.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/4.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/5.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/6.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/7.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/8.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/9.jpg
132,457,Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,118,73,43,-7,17,31,241,0,4,68,pins/457/10.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/0.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/1.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/2.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/3.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/4.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/5.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/6.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/7.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/8.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/9.jpg
133,628,"Theme From New York, New York",Frank Sinatra,adult standards,2015,109,59,41,-5,28,56,204,55,3,68,pins/628/10.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/0.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/1.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/2.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/3.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/4.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/5.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/6.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/7.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/8.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/9.jpg
134,630,Budapest,George Ezra,folk-pop,2015,128,46,72,-8,11,39,201,8,3,68,pins/630/10.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/0.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/1.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/2.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/3.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/4.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/5.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/6.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/7.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/8.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/9.jpg
135,635,A Head Full of Dreams,Coldplay,permanent wave,2015,123,92,45,-5,33,8,224,0,7,68,pins/635/10.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/0.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/1.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/2.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/3.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/4.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/5.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/6.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/7.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/8.jpg
136,722,Beautiful Trauma,P!nk,dance pop,2017,96,62,41,-6,40,23,250,9,7,68,pins/722/9.jpg
137,729,Duurt Te Lang,Davina Michelle,dutch pop,2018,174,44,64,-14,9,15,154,13,20,68,
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/0.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/1.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/2.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/3.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/4.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/5.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/6.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/7.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/8.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/9.jpg
138,795,Blauwe Dag,Suzan & Freek,dutch pop,2019,98,56,70,-7,28,51,183,25,5,68,pins/795/10.jpg
139,449,Titanium (feat. Sia),David Guetta,dance pop,2011,126,79,60,-4,13,30,245,7,10,67,pins/449/0.jpg
139,449,Titanium (feat. Sia),David Guetta,dance pop,2011,126,79,60,-4,13,30,245,7,10,67,pins/449/1.jpg
140,478,Charlie Brown,Coldplay,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,pins/478/0.jpg
140,478,Charlie Brown,Coldplay,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,pins/478/1.jpg
140,478,Charlie Brown,Coldplay,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,pins/478/2.jpg
140,478,Charlie Brown,Coldplay,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,pins/478/3.jpg
140,478,Charlie Brown,Coldplay,permanent wave,2011,138,74,43,-7,33,9,285,2,4,67,pins/478/4.jpg
